Business Name,License Type,City,County,Sales Last Month,Period
Washington Gold,Processor,Tonasket,"Okanogan county, WA","$15,829",Mar 2025
Mns Pnp,Tier None Producer & Processor,Tonasket,"Okanogan county, WA","$15,431",Mar 2025
Great Harvest,Tier None Producer & Processor,Shelton,"Mason county, WA","$15,227",Mar 2025
Doctor And Crook,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$15,024",Mar 2025
Green Adventures,Tier None Producer & Processor,Kelso,"Cowlitz county, WA","$14,941",Mar 2025
Goldbaby,Tier None Producer & Processor,Elma,"Mason county, WA","$14,561",Mar 2025
5gww,Tier None Producer & Processor,Spokane,"Spokane county, WA","$14,532",Mar 2025
Vance Creek,Tier None Producer & Processor,Seattle,"King county, WA","$14,528",Mar 2025
Kiwi Garden,Tier None Producer & Processor,Mccleary,"Grays Harbor county, WA","$14,451",Mar 2025
Marprod,Tier 3 Producer & Processor,Othello,"Adams county, WA","$14,385",Mar 2025
Plateau Growers,Tier None Producer & Processor,Brewster,"Okanogan county, WA","$14,165",Mar 2025
Rocky Brook Ranch,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$14,163",Mar 2025
First Grow,Tier None Producer & Processor,Oak Harbor,"Island county, WA","$14,096",Mar 2025
Acme Medicinals S,Tier 3 Producer & Processor,Ephrata,"Grant county, WA","$13,766",Mar 2025
Go Get Em,Tier None Producer & Processor,Lake Stevens,"Snohomish county, WA","$13,506",Mar 2025
East Mountain Bud,Tier 1 Producer,Tacoma,"Pierce county, WA","$13,366",Mar 2025
Kim Sue Grass Works,Processor,Seattle,"King county, WA","$13,227",Mar 2025
Port Gamble Sklallam Tribe Cannabis Compact,Tier None Producer & Processor,Kingston,"Kitsap county, WA","$13,151",Mar 2025
Green Brothers Farms,Processor,Tenino,"Thurston county, WA","$13,118",Mar 2025
Serenity Gardens,Tier 2 Producer & Processor,Yelm,"Thurston county, WA","$12,696",Mar 2025
2 Budz,Tier None Producer & Processor,Shelton,"Mason county, WA","$12,629",Mar 2025
Grow Fc From the Vault From the Dungeon,Tier None Producer & Processor,Spokane,"Spokane county, WA","$12,549",Mar 2025
Prince Farms,Tier 3 Producer & Processor,Sequim,"Clallam county, WA","$12,484",Mar 2025
Chehalis Garden,Tier None Producer & Processor,Chehalis,"Lewis county, WA","$12,325",Mar 2025
Cannabis King Gardens,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$11,918",Mar 2025
2k Gardens,Tier None Producer & Processor,Quincy,"Grant county, WA","$11,850",Mar 2025
Pinoy,Processor,Bremerton,"Kitsap county, WA","$11,724",Mar 2025
Greenshift Productions,Tier None Producer & Processor,Chehalis,"Lewis county, WA","$11,716",Mar 2025
Inkline Solutions,Tier 3 Producer & Processor,Omak,"Okanogan county, WA","$11,567",Mar 2025
Pg Trading,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$11,559",Mar 2025
Blue Ocean Garden,Tier None Producer & Processor,Olympia,"Thurston county, WA","$11,465",Mar 2025
Unaflora,Tier 2 Producer & Processor,Seattle,"King county, WA","$11,431",Mar 2025
Grow Op Farms,Tier 3 Producer & Processor,Spokane Valley,"Spokane county, WA","$11,208",Mar 2025
Pacific Coast Farms,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$10,828",Mar 2025
Naked Emperor,Tier None Producer & Processor,Valley,"Stevens county, WA","$10,637",Mar 2025
Apex Cannabis,Tier None Producer & Processor,Oak Harbor,"Island county, WA","$10,559",Mar 2025
Popas Farms,Tier None Producer & Processor,Odessa,"Adams county, WA","$10,532",Mar 2025
Kibble Junction,Tier 1 Producer & Processor,Brewster,"Okanogan county, WA","$10,433",Mar 2025
Okanogan Gold,Processor,Brewster,"Okanogan county, WA","$10,433",Mar 2025
Dna Gardens,Tier 2 Producer & Processor,Granite Falls,"Snohomish county, WA","$10,332",Mar 2025
Ykk Grow,Tier None Producer & Processor,Spokane,"Spokane county, WA","$10,215",Mar 2025
Green Era,Tier None Producer & Processor,Gold Bar,"Snohomish county, WA","$10,213",Mar 2025
Sinsemilla,Tier 1 Producer & Processor,Everett,"Snohomish county, WA","$10,178",Mar 2025
Iris Invest,Tier None Producer & Processor,Oak Harbor,"Island county, WA","$9,979",Mar 2025
Green Plus,Tier 2 Producer & Processor,Hoquiam,"Grays Harbor county, WA","$9,672",Mar 2025
Orange State,Tier 3 Producer & Processor,Elk,"Spokane county, WA","$9,315",Mar 2025
Sacre Farms,Tier 3 Producer,Riverside,"Okanogan county, WA","$9,080",Mar 2025
Epicurean Extracts,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$8,839",Mar 2025
The Happy Crowd,Tier 3 Producer & Processor,Cheney,"Spokane county, WA","$8,728",Mar 2025
The Mcnuggins Group,Tier None Producer & Processor,Concrete,"Skagit county, WA","$8,505",Mar 2025
Epicurean Extracts,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$8,424",Mar 2025
C Block Group,Tier 3 Producer & Processor,Liberty Lake,"Spokane county, WA","$8,326",Mar 2025
South Colby Investors,Tier 3 Producer & Processor,Tahuya,"Mason county, WA","$8,282",Mar 2025
Aaa Farm Mary Jane,Tier None Producer & Processor,Goldendale,"Klickitat county, WA","$8,172",Mar 2025
THC Growers,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$8,117",Mar 2025
Str8fire Farms,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$8,106",Mar 2025
Bluegrass,Tier None Producer & Processor,Gold Bar,"Snohomish county, WA","$7,939",Mar 2025
Clemans Mountain Cannabis,Processor,Yakima,"Yakima county, WA","$7,547",Mar 2025
Kush Mountain Gardens,Tier 1 Producer & Processor,Seattle,"King county, WA","$7,542",Mar 2025
Ovk,Processor,Ferndale,"Whatcom county, WA","$7,500",Mar 2025
Methow Horticulture,Tier 2 Producer & Processor,Methow,"Okanogan county, WA","$7,411",Mar 2025
Beyond Agritech,Tier None Producer & Processor,Rochester,"Thurston county, WA","$7,409",Mar 2025
Cloud 9 Good Budz,Tier None Producer & Processor,Pullman,"Whitman county, WA","$6,989",Mar 2025
Hesperides,Tier None Producer & Processor,Port Orchard,"Kitsap county, WA","$6,902",Mar 2025
Jmc Green Farm,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$6,756",Mar 2025
Cs,Tier None Producer & Processor,Mount Vernon,"Skagit county, WA","$6,737",Mar 2025
Astro Cannabis,Tier None Producer & Processor,Everett,"Snohomish county, WA","$6,565",Mar 2025
Raven,Tier None Producer & Processor,Olympia,"Thurston county, WA","$6,290",Mar 2025
WA Supply,Tier None Producer & Processor,Seattle,"King county, WA","$6,095",Mar 2025
Miller Marijuana Farms,Tier 3 Producer & Processor,Tonasket,"Okanogan county, WA","$5,987",Mar 2025
Sumas WA,Tier None Producer & Processor,Sumas,"Whatcom county, WA","$5,917",Mar 2025
Coastal Growers,Tier 1 Producer & Processor,Ilwaco,"Pacific county, WA","$5,778",Mar 2025
South Bay Master Growers,Tier 2 Producer & Processor,Elma,"Grays Harbor county, WA","$5,776",Mar 2025
Methow Growers,Tier 3 Producer & Processor,Twisp,"Okanogan county, WA","$5,600",Mar 2025
Big Ridge Farms,Tier None Producer & Processor,Coulee City,"Grant county, WA","$5,567",Mar 2025
Vert Corporation,Tier 3 Producer & Processor,Omak,"Okanogan county, WA","$5,398",Mar 2025
Quincy Green,Tier None Producer & Processor,Quincy,"Grant county, WA","$5,320",Mar 2025
Frosted Cannabis,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$5,271",Mar 2025
Growell Plus,Tier None Producer & Processor,Raymond,"Pacific county, WA","$5,237",Mar 2025
Green Dreamer,Tier 1 Producer & Processor,Bellingham,"Whatcom county, WA","$5,200",Mar 2025
2fivetree,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$5,172",Mar 2025
Desert Valley Growers,Tier 2 Producer & Processor,Yakima,"Yakima county, WA","$5,076",Mar 2025
Westports Unlimited,Tier None Producer & Processor,Omak,"Okanogan county, WA","$5,000",Mar 2025
Bidzo,Tier None Producer & Processor,Longview,"Cowlitz county, WA","$4,789",Mar 2025
Topp Valley Growers,Tier 3 Producer & Processor,Toppenish,"Yakima county, WA","$4,768",Mar 2025
Washington State Sweet Leaf Gardens,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$4,760",Mar 2025
Love Grow,Tier None Producer & Processor,Yelm,"Thurston county, WA","$4,710",Mar 2025
Oberfelder Holdings,Tier None Producer & Processor,Chelan,"Chelan county, WA","$4,088",Mar 2025
Alaskan Green Acres,Tier None Producer & Processor,Malone,"Grays Harbor county, WA","$4,014",Mar 2025
Paradise Valley Organics,Tier None Producer & Processor,Arlington,"Snohomish county, WA","$3,979",Mar 2025
Its a Plants Life,Tier 2 Producer & Processor,Sultan,"Snohomish county, WA","$3,897",Mar 2025
Tru THC,Tier None Producer & Processor,Riverside,"Okanogan county, WA","$3,650",Mar 2025
Sensi Traders,Tier None Producer & Processor,Shelton,"Mason county, WA","$3,261",Mar 2025
Peace Love Productions,Tier None Producer & Processor,Gold Bar,"Snohomish county, WA","$3,180",Mar 2025
Ladyhelm Farm,Tier 3 Producer & Processor,Omak,"Okanogan county, WA","$3,124",Mar 2025
Golden Leaf,Tier None Producer & Processor,Benton City,"Benton county, WA","$3,000",Mar 2025
Northwest Industrees,Tier None Producer & Processor,Davenport,"Lincoln county, WA","$3,000",Mar 2025
Wright Brothers Cannabis Company,Tier None Producer & Processor,Tenino,"Thurston county, WA","$3,000",Mar 2025
Rock Island Farm,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA","$2,872",Mar 2025
Yeti Scat Trails,Tier None Producer & Processor,Everett,"Snohomish county, WA","$2,819",Mar 2025
Pnu Productions,Tier None Producer & Processor,Bellingham,"Whatcom county, WA","$2,750",Mar 2025
Sacred,Tier None Producer & Processor,Port Townsend,"Jefferson county, WA","$2,742",Mar 2025
Sasquatch Greenhouses,Tier None Producer & Processor,Ferndale,"Whatcom county, WA","$2,719",Mar 2025
Greensmith,Tier None Producer & Processor,Lind,"Adams county, WA","$2,644",Mar 2025
Lilac City Gardens,Tier 2 Producer & Processor,Airway Heights,"Spokane county, WA","$2,407",Mar 2025
THC Supreme,Tier None Producer & Processor,Kingston,"Kitsap county, WA","$2,170",Mar 2025
Ogz Fire Weed,Tier 3 Producer & Processor,Shelton,"Mason county, WA","$2,132",Mar 2025
Pinnacle NW,Tier None Producer & Processor,Shelton,"Mason county, WA","$2,090",Mar 2025
Red Tail Cannabis,Tier None Producer & Processor,Rochester,"Thurston county, WA","$1,846",Mar 2025
Green Beard Co,Tier None Producer & Processor,Kennewick,"Benton county, WA","$1,830",Mar 2025
The Royal Lines,Tier None Producer & Processor,Elk,"Spokane county, WA","$1,767",Mar 2025
Kaidro,Tier None Producer & Processor,Olympia,"Thurston county, WA","$1,729",Mar 2025
Mikes Extracts,Tier None Producer & Processor,Raymond,"Pacific county, WA","$1,665",Mar 2025
Damn Good Bud,Tier None Producer & Processor,Shelton,"Mason county, WA","$1,645",Mar 2025
Verrett House,Tier None Producer & Processor,Seattle,"King county, WA","$1,608",Mar 2025
Sherlocked,Tier None Producer & Processor,Tacoma,"Pierce county, WA","$1,550",Mar 2025
Dandelion Farms,Tier 2 Producer & Processor,Spokane,"Spokane county, WA","$1,535",Mar 2025
The Magnificent Solution,Tier 3 Producer & Processor,Moses Lake,"Grant county, WA","$1,500",Mar 2025
Weed Snobs,Tier None Producer & Processor,Gold Bar,"Snohomish county, WA","$1,428",Mar 2025
Pacific Northwest Producer,Tier None Producer & Processor,Marlin,"Grant county, WA","$1,400",Mar 2025
Seattle Super Chronics,Tier 2 Producer & Processor,Orting,"Pierce county, WA","$1,379",Mar 2025
Athenry,Tier None Producer & Processor,Ellensburg,"Kittitas county, WA","$1,080",Mar 2025
Fehu,Tier None Producer & Processor,Blaine,"Whatcom county, WA","$1,022",Mar 2025
Leaf Spring,Tier None Producer & Processor,Brewster,"Okanogan county, WA",$800,Mar 2025
Greensmart,Tier None Producer & Processor,Anacortes,"Skagit county, WA",$783,Mar 2025
Advanced Agriculture,Tier None Producer & Processor,Othello,"Adams county, WA",$760,Mar 2025
Heritage Farms,Tier None Producer & Processor,Elk,"Spokane county, WA",$567,Mar 2025
Olympus Group,Tier 1 Producer & Processor,Grandview,"Benton county, WA",$529,Mar 2025
Rmnp,Tier None Producer & Processor,Benton City,"Benton county, WA",$500,Mar 2025
Flying Eagle,Tier None Producer & Processor,Hoquiam,"Grays Harbor county, WA",$432,Mar 2025
Dreamin Green Farms,Tier None Producer & Processor,Republic,"Ferry county, WA",$400,Mar 2025
Genes Green Acers,Tier None Producer & Processor,Tacoma,"Pierce county, WA",$350,Mar 2025
Ruckus,Tier None Producer & Processor,Seattle,"King county, WA",$192,Mar 2025
Triple Win Productions,Tier 3 Producer & Processor,Soap Lake,"Grant county, WA",$176,Mar 2025
Valley Cultivations,Tier 2 Producer & Processor,Bellingham,"Whatcom county, WA",$150,Mar 2025
Pom Cannabis Pullman,Retailer,Pullman,"Whitman county, WA",$35,Mar 2025
Evergreen Forest,Retailer,Quincy,"Grant county, WA",$26,Mar 2025
Buddy Boy Farms Ii,Tier None Producer & Processor,Ford,"Lincoln county, WA",$10,Mar 2025
Northwest Cannabis Solutions,Retailer,Tumwater,"Thurston county, WA",$2,Mar 2025
Avitas,Retailer,Arlington,"Snohomish county, WA",$0,Mar 2025
Greenleaf Growers,Tier None Producer & Processor,Kingston,"Kitsap county, WA",$0,Mar 2025
Forbidden Farms,Tier 3 Producer,Shelton,"Mason county, WA",$0,Mar 2025
Vosk,Tier None Producer & Processor,Othello,"Adams county, WA",$0,Mar 2025
Mt Baker Homegrown,Tier 2 Producer & Processor,Bellingham,"Whatcom county, WA",$0,Mar 2025
X M Garden,Tier None Producer & Processor,Seattle,"King county, WA",$0,Mar 2025
Empyrean,Tier None Producer & Processor,Seattle,"King county, WA",$0,Mar 2025
Koulee Kush,Tier None Producer & Processor,Garfield,"Whitman county, WA",$0,Mar 2025
Hannah Farms,Tier None Producer & Processor,Spokane,"Spokane county, WA",$0,Mar 2025
Bella Janes,Retailer,Olympia,"Thurston county, WA",$0,Mar 2025
Green Brothers Farms,Tier 2 Producer,Tenino,"Thurston county, WA",$0,Mar 2025
Spencers Mountain,Tier None Producer & Processor,Spokane,"Spokane county, WA",$0,Mar 2025
Diamond Green,Retailer,Tacoma,"Pierce county, WA",$0,Mar 2025
Subx,Retailer,Bellingham,"Whatcom county, WA",$0,Mar 2025
Longview Freedom Market,Retailer,Longview,"Cowlitz county, WA",$0,Mar 2025
Clemans Mountain Cannabis,Tier 3 Producer,Prosser,"Benton county, WA",$0,Mar 2025
Localamster,Retailer,Longview,"Cowlitz county, WA",$0,Mar 2025
Bingcannabis,Tier 3 Producer & Processor,Spokane,"Spokane county, WA",$0,Mar 2025
The Slow Burn,Retailer,Union Gap,"Yakima county, WA",$0,Mar 2025
Slow Burn,Retailer,Yakima,"Yakima county, WA",$0,Mar 2025
The Slow Burn,Retailer,Moxee,"Yakima county, WA",$0,Mar 2025
Vancouver Gardens,Retailer,Vancouver,"Clark county, WA",$0,Mar 2025
420 Holiday,Retailer,Longview,"Cowlitz county, WA",$0,Mar 2025
Craft Elixirs,Processor,Seattle,"King county, WA",$0,Mar 2025
Ovk,Tier 3 Producer,Moses Lake,"Grant county, WA",$0,Mar 2025
Gorge Gold,Tier None Producer & Processor,Quincy,"Grant county, WA",$0,Mar 2025
Everi Greene,Tier None Producer & Processor,Olympia,"Thurston county, WA",$0,Mar 2025
Underground Roots,Retailer,Mount Vernon,"Skagit county, WA",$0,Mar 2025
Perma,Tier 2 Producer & Processor,Tacoma,"Pierce county, WA",$0,Mar 2025
Hometown Herbs,Tier None Producer & Processor,Tumwater,"Thurston county, WA",$0,Mar 2025
Acme Diesel,Retailer,Ephrata,"Grant county, WA",$0,Mar 2025
Acme Medicinals D,Tier 3 Producer & Processor,Ephrata,"Grant county, WA",$0,Mar 2025
Royal Tree Gardens,Retailer,Tacoma,"Pierce county, WA",$0,Mar 2025
No Bad Days Ranch,Tier None Producer & Processor,Longbranch,"Pierce county, WA",$0,Mar 2025
Ag Grow,Tier None Producer & Processor,Pullman,"Whitman county, WA",$0,Mar 2025
Scale Up,Retailer,Soap Lake,"Grant county, WA",$0,Mar 2025
Spark Industries,Tier None Producer & Processor,Tumwater,"Thurston county, WA",$0,Mar 2025
Greencrest Gardens,Tier None Producer & Processor,Ephrata,"Grant county, WA",$0,Mar 2025
Caldwell Cannabis,Tier 2 Producer & Processor,Kennewick,"Benton county, WA",$0,Mar 2025
Bc Labs,Tier 2 Producer & Processor,Port Angeles,"Clallam county, WA",$0,Mar 2025
Dynamic Processors,Retailer,Sedro Woolley,"Skagit county, WA",$0,Mar 2025
Calvins Best,Retailer,Moses Lake,"Grant county, WA",$0,Mar 2025
Wilber Industries,Tier None Producer & Processor,Shelton,"Mason county, WA",$0,Mar 2025
Venspark,Processor,Seattle,"King county, WA",$0,Mar 2025
Freedom Market Cathlamet Corp,Retailer,Cathlamet,"Wahkiakum county, WA",$0,Mar 2025
Green Point,Tier 3 Producer & Processor,Benton City,"Benton county, WA",$0,Mar 2025
Techbud,Tier 3 Producer,Brewster,"Okanogan county, WA",$0,Mar 2025
Trava Holdings,Tier 2 Producer & Processor,Tonasket,"Okanogan county, WA",$0,Mar 2025
Fire Bros,Tier None Producer & Processor,Arlington,"Snohomish county, WA",$0,Mar 2025
Bulldog Weed,Retailer,Spokane,"Spokane county, WA",$0,Mar 2025
1555 Industrial,Tier None Producer & Processor,Longview,"Cowlitz county, WA",$0,Mar 2025
Edgemont Group,Processor,East Wenatchee,"Douglas county, WA",$0,Mar 2025
Higher Education,Tier 3 Producer,Brewster,"Okanogan county, WA",$0,Mar 2025
Thunder Chief Farms,Retailer,Spokane,"Spokane county, WA",$0,Mar 2025
Local Amsterdam,Retailer,Seattle,"King county, WA",$0,Mar 2025
High Life Cannabis,Retailer,Nine Mile Falls,"Stevens county, WA",$0,Mar 2025
Cannabis King,Tier None Producer & Processor,Tacoma,"Pierce county, WA",$0,Mar 2025
Edgemont Group,Tier 3 Producer & Processor,East Wenatchee,"Douglas county, WA",$0,Mar 2025
Klaritie Farms,Retailer,Kettle Falls,"Stevens county, WA",$0,Mar 2025
Auricag,Tier None Producer & Processor,Moses Lake,"Grant county, WA",$0,Mar 2025
Emerald Mountain,Retailer,Tumwater,"Thurston county, WA",$0,Mar 2025
Eg 3,Retailer,East Wenatchee,"Douglas county, WA",$0,Mar 2025
North Sound Solventless,Tier None Producer & Processor,Bellingham,"Whatcom county, WA",$0,Mar 2025
Baxl Strategy,Retailer,Bellingham,"Whatcom county, WA",$0,Mar 2025
Green Volcano Hemp Products,Tier None Producer & Processor,Touchet,"Walla Walla county, WA",$0,Mar 2025
Green Essentials,Retailer,Bellingham,"Whatcom county, WA",$0,Mar 2025
Northwest Cannabis Solutions,Tier None Producer & Processor,Tumwater,"Thurston county, WA","$1,524,245",Feb 2025
Spark Industries,Tier 2 Producer & Processor,Tumwater,"Thurston county, WA","$1,424,263",Feb 2025
Forbidden Farms,Processor,Tacoma,"Pierce county, WA","$1,349,328",Feb 2025
Ttl Holdings,Tier None Producer & Processor,Seattle,"King county, WA","$1,228,065",Feb 2025
Ncmx,Tier 3 Producer & Processor,Tacoma,"Pierce county, WA","$1,207,080",Feb 2025
